ald	Bushu	Bushu	Bushu	4
elj	ご	ゴ	ゴ	0
slk	ざ	ザ	ザ	0
sli	じ	ジ	ジ	0
slu	ず	ズ	ズ	0
slh	ぜ	ゼ	ゼ	0
slj	ぞ	ゾ	ゾ	0
dlk	だ	ダ	ダ	0
dli	ぢ	ヂ	ヂ	0
dlu	っ	ッ	ッ	0
dldu	づ	ヅ	ヅ	0
dlh	で	デ	デ	0
dlj	ど	ド	ド	0
fl	ん	ン	ン	0
tlk	ば	バ	バ	0
tli	び	ビ	ビ	0
tlu	ぶ	ブ	ブ	0
tlh	べ	ベ	ベ	0
tlj	ぼ	ボ	ボ	0
tltk	ぱ	パ	パ	0
tlti	ぴ	ピ	ピ	0
tltu	ぷ	プ	プ	0
tlth	ぺ	ペ	ペ	0
tltj	ぽ	ポ	ポ	0
qlk	ゃ	ャ	ャ	0
qlu	ゅ	ュ	ュ	0
qlj	ょ	ョ	ョ	0
alk	ゎ	ヮ	ヮ	0
r0	ぁ	ァ	ァ	0
r8	ぃ	ィ	ィ	0
r7	ぅ	ゥ	ゥ	0
r4	ヴ	ヴ	ヴ	0
r6	ぇ	ェ	ェ	0
r9	ぉ	ォ	ォ	0
e0	が	ガ	ガ	0
e1	ヵ	ヵ	ヵ	0
e8	ぎ	ギ	ギ	0
e7	ぐ	グ	グ	0
e6	げ	ゲ	ゲ	0
e5	ヶ	ヶ	ヶ	0
e9	ご	ゴ	ゴ	0
s0	ざ	ザ	ザ	0
s8	じ	ジ	ジ	0
s7	ず	ズ	ズ	0
s6	ぜ	ゼ	ゼ	0
s9	ぞ	ゾ	ゾ	0
d0	だ	ダ	ダ	0
d8	ぢ	ヂ	ヂ	0
d7	っ	ッ	ッ	0
d5	づ	ヅ	ヅ	0
d6	で	デ	デ	0
d9	ど	ド	ド	0
t0	ば	バ	バ	0
t8	び	ビ	ビ	0
t7	ぶ	ブ	ブ	0
t6	べ	ベ	ベ	0
t9	ぼ	ボ	ボ	0
t1	ぱ	パ	パ	0
t3	ぴ	ピ	ピ	0
t4	ぷ	プ	プ	0
t5	ぺ	ペ	ペ	0
t2	ぽ	ポ	ポ	0
q0	ゃ	ャ	ャ	0
q7	ゅ	ュ	ュ	0
q9	ょ	ョ	ョ	0
a0	ゎ	ヮ	ヮ	0
Rk	ア	ア	ア	0
Ri	イ	イ	イ	0
Ru	ウ	ウ	ウ	0
Rh	エ	エ	エ	0
Rj	オ	オ	オ	0
Ek	カ	カ	カ	0
Ei	キ	キ	キ	0
Eu	ク	ク	ク	0
Eh	ケ	ケ	ケ	0
Ej	コ	コ	コ	0
Sk	サ	サ	サ	0
Si	シ	シ	シ	0
Su	ス	ス	ス	0
Sh	セ	セ	セ	0
Sj	ソ	ソ	ソ	0
Dk	タ	タ	タ	0
Di	チ	チ	チ	0
Du	ツ	ツ	ツ	0
Dh	テ	テ	テ	0
Dj	ト	ト	ト	0
Fk	ナ	ナ	ナ	0
Fi	ニ	ニ	ニ	0
Fu	ヌ	ヌ	ヌ	0
Fh	ネ	ネ	ネ	0
Fj	ノ	ノ	ノ	0
Tk	ハ	ハ	ハ	0
Ti	ヒ	ヒ	ヒ	0
Tu	フ	フ	フ	0
Th	ヘ	ヘ	ヘ	0
Tj	ホ	ホ	ホ	0
Wk	マ	マ	マ	0
Wi	ミ	ミ	ミ	0
Wu	ム	ム	ム	0
Wh	メ	メ	メ	0
Wj	モ	モ	モ	0
Qk	ヤ	ヤ	ヤ	0
Qu	ユ	ユ	ユ	0
Qj	ヨ	ヨ	ヨ	0
Gk	ラ	ラ	ラ	0
Gi	リ	リ	リ	0
Gu	ル	ル	ル	0
Gh	レ	レ	レ	0
Gj	ロ	ロ	ロ	0
Ak	ワ	ワ	ワ	0
Ai	ヰ	ヰ	ヰ	0
Ah	ヱ	ヱ	ヱ	0
Aj	ヲ	ヲ	ヲ	0
Rlk	ァ	ァ	ァ	0
Rli	ィ	ィ	ィ	0
Rlu	ゥ	ゥ	ゥ	0
Rlru	ヴ	ヴ	ヴ	0
Rlh	ェ	ェ	ェ	0
Rlj	ォ	ォ	ォ	0
Elk	ガ	ガ	ガ	0
Elek	ヵ	ヵ	ヵ	0
Eli	ギ	ギ	ギ	0
Elu	グ	グ	グ	0
Elh	ゲ	ゲ	ゲ	0
Eleh	ヶ	ヶ	ヶ	0
Elj	ゴ	ゴ	ゴ	0
Slk	ザ	ザ	ザ	0
Sli	ジ	ジ	ジ	0
Slu	ズ	ズ	ズ	0
Slh	ゼ	ゼ	ゼ	0
Slj	ゾ	ゾ	ゾ	0
Dlk	ダ	ダ	ダ	0
Dli	ヂ	ヂ	ヂ	0
Dlu	ッ	ッ	ッ	0
Dldu	ヅ	ヅ	ヅ	0
Dlh	デ	デ	デ	0
Dlj	ド	ド	ド	0
Fl	ン	ン	ン	0
Tlk	バ	バ	バ	0
Tli	ビ	ビ	ビ	0
Tlu	ブ	ブ	ブ	0
Tlh	ベ	ベ	ベ	0
Tlj	ボ	ボ	ボ	0
Tltk	パ	パ	パ	0
Tlti	ピ	ピ	ピ	0
Tltu	プ	プ	プ	0
Tlth	ペ	ペ	ペ	0
Tltj	ポ	ポ	ポ	0
Qlk	ャ	ャ	ャ	0
Qlu	ュ	ュ	ュ	0
Qlj	ョ	ョ	ョ	0
Alk	ヮ	ヮ	ヮ	0
RK	ア	ア	ア	0
RI	イ	イ	イ	0
RU	ウ	ウ	ウ	0
RH	エ	エ	エ	0
RJ	オ	オ	オ	0
EK	カ	カ	カ	0
EI	キ	キ	キ	0
EU	ク	ク	ク	0
EH	ケ	ケ	ケ	0
EJ	コ	コ	コ	0
SK	サ	サ	サ	0
SI	シ	シ	シ	0
SU	ス	ス	ス	0
SH	セ	セ	セ	0
SJ	ソ	ソ	ソ	0
DK	タ	タ	タ	0
DI	チ	チ	チ	0
DU	ツ	ツ	ツ	0
DH	テ	テ	テ	0
DJ	ト	ト	ト	0
FK	ナ	ナ	ナ	0
FI	ニ	ニ	ニ	0
FU	ヌ	ヌ	ヌ	0
FH	ネ	ネ	ネ	0
FJ	ノ	ノ	ノ	0
TK	ハ	ハ	ハ	0
TI	ヒ	ヒ	ヒ	0
TU	フ	フ	フ	0
TH	ヘ	ヘ	ヘ	0
TJ	ホ	ホ	ホ	0
WK	マ	マ	マ	0
WI	ミ	ミ	ミ	0
WU	ム	ム	ム	0
WH	メ	メ	メ	0
WJ	モ	モ	モ	0
QK	ヤ	ヤ	ヤ	0
QU	ユ	ユ	ユ	0
QJ	ヨ	ヨ	ヨ	0
GK	ラ	ラ	ラ	0
GI	リ	リ	リ	0
GU	ル	ル	ル	0
GH	レ	レ	レ	0
GJ	ロ	ロ	ロ	0
AK	ワ	ワ	ワ	0
AI	ヰ	ヰ	ヰ	0
AH	ヱ	ヱ	ヱ	0
AJ	ヲ	ヲ	ヲ	0
RLK	ァ	ァ	ァ	0
RLI	ィ	ィ	ィ	0
RLU	ゥ	ゥ	ゥ	0
RLRU	ヴ	ヴ	ヴ	0
RLH	ェ	ェ	ェ	0
RLJ	ォ	ォ	ォ	0
ELK	ガ	ガ	ガ	0
ELEK	ヵ	ヵ	ヵ	0
ELI	ギ	ギ	ギ	0
ELU	グ	グ	グ	0
ELH	ゲ	ゲ	ゲ	0
ELEH	ヶ	ヶ	ヶ	0
ELJ	ゴ	ゴ	ゴ	0
SLK	ザ	ザ	ザ	0
SLI	ジ	ジ	ジ	0
SLU	ズ	ズ	ズ	0
SLH	ゼ	ゼ	ゼ	0
SLJ	ゾ	ゾ	ゾ	0
DLK	ダ	ダ	ダ	0
DLI	ヂ	ヂ	ヂ	0
DLU	ッ	ッ	ッ	0
DLDU	ヅ	ヅ	ヅ	0
DLH	デ	デ	デ	0
DLJ	ド	ド	ド	0
FL	ン	ン	ン	0
TLK	バ	バ	バ	0
TLI	ビ	ビ	ビ	0
TLU	ブ	ブ	ブ	0
TLH	ベ	ベ	ベ	0
TLJ	ボ	ボ	ボ	0
TLTK	パ	パ	パ	0
TLTI	ピ	ピ	ピ	0
TLTU	プ	プ	プ	0
TLTH	ペ	ペ	ペ	0
TLTJ	ポ	ポ	ポ	0
QLK	ャ	ャ	ャ	0
QLU	ュ	ュ	ュ	0
QLJ	ョ	ョ	ョ	0
ALK	ヮ	ヮ	ヮ	0
q 	“	“	“	0
w 	〒	～	～	0
e 	ー	ー	ー	0
E 	ー	ー	ー	0
r 	【	【	【	0
t 	「	「	「	0
y 	」	」	」	0
u 	】	】	】	0
i 	…	…	…	0
o 	・	・	・	0
O 	・	・	・	0
p 	”	”	”	0
a 	‘	‘	‘	0
s 	☆	―	―	0
d 	、	、	、	0
f 	。	。	。	0
g 	『	『	『	0
h 	』	』	』	0
j 	々	々	々	0
k 	※	〈	〈	0
l 	＼	〉	〉	0
; 	’	’	’	0
z 	〆	〆	〆	0
x 	§	§	§	0
c 	○	○	○	0
v 	÷	÷	÷	0
b 	←	←	←	0
n 	→	→	→	0
m 	×	×	×	0
, 	《	《	《	0
. 	》	》	》	0
/ 	／	／	／	0
,,	個	個	個	0
,.	視	視	視	0
,/	練	練	練	0
,;	状	状	状	0
,a	倉	倉	倉	0
,b	永	永	永	0
,c	栄	栄	栄	0
,d	市	市	市	0
,e	可	可	可	0
,f	文	文	文	0
,g	村	村	村	0
,i	険	険	険	0
,j	省	省	省	0
,k	路	路	路	0
,l	印	印	印	0
,o	撃	撃	撃	0
,p	将	将	将	0
,q	統	統	統	0
,r	石	石	石	0
,s	朝	朝	朝	0
,t	格	格	格	0
,u	旅	旅	旅	0
,v	玉	玉	玉	0
,w	県	県	県	0
,x	尾	尾	尾	0
,z	敷	敷	敷	0
.,	巻	巻	巻	0
..	彼	彼	彼	0
./	況	況	況	0
.;	即	即	即	0
.a	菱	菱	菱	0
.b	秋	秋	秋	0
.c	庫	庫	庫	0
.d	支	支	支	0
.e	室	室	室	0
.f	沢	沢	沢	0
.g	古	古	古	0
.i	構	構	構	0
.j	型	型	型	0
.k	装	装	装	0
.l	敗	敗	敗	0
.o	司	司	司	0
.p	械	械	械	0
.q	秀	秀	秀	0
.r	休	休	休	0
.s	農	農	農	0
.t	吉	吉	吉	0
.u	仲	仲	仲	0
.v	曜	曜	曜	0
.w	築	築	築	0
.x	竹	竹	竹	0
.z	融	融	融	0
/,	雨	雨	雨	0
/.	才	才	才	0
//	景	景	景	0
/;	辺	辺	辺	0
/a	浴	浴	浴	0
/b	陸	陸	陸	0
/c	波	波	波	0
/d	森	森	森	0
/e	渋	渋	渋	0
/f	馬	馬	馬	0
/g	袋	袋	袋	0
/i	郵	郵	郵	0
/j	故	故	故	0
/k	働	働	働	0
/l	授	授	授	0
/o	居	居	居	0
/p	護	護	護	0
/q	油	油	油	0
/r	豊	豊	豊	0
/s	億	億	億	0
/t	齢	齢	齢	0
/u	極	極	極	0
/v	環	環	環	0
/w	角	角	角	0
/x	泉	泉	泉	0
/z	浦	浦	浦	0
;,	低	低	低	0
;.	例	例	例	0
;/	図	図	図	0
;;	究	究	究	0
;a	賞	賞	賞	0
;b	芸	芸	芸	0
;c	江	江	江	0
;d	不	不	不	0
;e	北	北	北	0
;f	歩	歩	歩	0
;g	教	教	教	0
;i	技	技	技	0
;j	号	号	号	0
;k	係	係	係	0
;l	側	側	側	0
;o	段	段	段	0
;p	巨	巨	巨	0
;q	清	清	清	0
;r	原	原	原	0
;s	商	商	商	0
;t	近	近	近	0
;u	容	容	容	0
;v	宝	宝	宝	0
;w	佐	佐	佐	0
;x	坂	坂	坂	0
;z	履	履	履	0
a,	権	権	権	0
a.	申	申	申	0
a/	確	確	確	0
a;	歌	歌	歌	0
aa	深	深	深	0
ac	賃	賃	賃	0
ad	約	約	約	0
ae	天	天	天	0
af	直	直	直	0
am	写	写	写	0
an	助	助	助	0
ao	期	期	期	0
ap	続	続	続	0
aq	悪	悪	悪	0
ar	寮	寮	寮	0
as	毎	毎	毎	0
au	目	目	目	0
aw	根	根	根	0
ax	族	族	族	0
ay	書	書	書	0
az	星	星	星	0
b,	言	言	言	0
b.	張	張	張	0
b/	過	過	過	0
b;	派	派	派	0
ba	未	未	未	0
bc	史	史	史	0
bd	花	花	花	0
be	率	率	率	0
bf	介	介	介	0
bh	多	多	多	0
bi	意	意	意	0
bj	強	強	強	0
bk	実	実	実	0
bl	思	思	思	0
bm	再	再	再	0
bn	消	消	消	0
bo	身	身	身	0
bp	感	感	感	0
bq	始	始	始	0
br	便	便	便	0
bs	挙	挙	挙	0
bu	切	切	切	0
bw	迎	迎	迎	0
bx	響	響	響	0
by	別	別	別	0
bz	宇	宇	宇	0
c,	説	説	説	0
c.	席	席	席	0
c/	提	提	提	0
c;	義	義	義	0
ca	児	児	児	0
cc	守	守	守	0
cd	改	改	改	0
ce	補	補	補	0
cf	防	防	防	0
ch	戦	戦	戦	0
ci	対	対	対	0
cj	当	当	当	0
ck	委	委	委	0
cl	党	党	党	0
cm	流	流	流	0
cn	愛	愛	愛	0
co	演	演	演	0
cp	応	応	応	0
cq	静	静	静	0
cr	施	施	施	0
cs	貸	貸	貸	0
cu	調	調	調	0
cw	何	何	何	0
cx	登	登	登	0
cy	私	私	私	0
cz	渡	渡	渡	0
d,	売	売	売	0
d.	打	打	打	0
d/	考	考	考	0
d;	長	長	長	0
da	勤	勤	勤	0
dc	独	独	独	0
dd	全	全	全	0
de	各	各	各	0
df	保	保	保	0
dm	作	作	作	0
dn	話	話	話	0
do	人	人	人	0
dp	定	定	定	0
dq	早	早	早	0
dr	平	平	平	0
ds	他	他	他	0
dw	無	無	無	0
dx	堂	堂	堂	0
dy	会	会	会	0
dz	街	街	街	0
e,	開	開	開	0
e.	指	指	指	0
e/	死	死	死	0
e;	合	合	合	0
ea	残	残	残	0
ec	免	免	免	0
ed	数	数	数	0
ee	結	結	結	0
ef	公	公	公	0
em	談	談	談	0
en	治	治	治	0
eo	者	者	者	0
ep	議	議	議	0
eq	両	両	両	0
er	信	信	信	0
es	団	団	団	0
ew	待	待	待	0
ex	諸	諸	諸	0
ey	子	子	子	0
ez	母	母	母	0
f,	店	店	店	0
f.	価	価	価	0
f/	望	望	望	0
f;	方	方	方	0
fa	増	増	増	0
fc	観	観	観	0
fd	自	自	自	0
fe	関	関	関	0
ff	世	世	世	0
fm	交	交	交	0
fn	語	語	語	0
fo	員	員	員	0
fp	女	女	女	0
fq	糸	糸	糸	0
fr	音	音	音	0
fs	米	米	米	0
fw	案	案	案	0
fx	兵	兵	兵	0
fy	上	上	上	0
fz	鈴	鈴	鈴	0
g,	男	男	男	0
g.	込	込	込	0
g/	規	規	規	0
g;	政	政	政	0
ga	習	習	習	0
gc	変	変	変	0
gd	住	住	住	0
ge	運	運	運	0
gf	現	現	現	0
gl	社	社	社	0
gm	重	重	重	0
gn	点	点	点	0
go	生	生	生	0
gp	成	成	成	0
gq	試	試	試	0
gr	計	計	計	0
gs	利	利	利	0
gw	額	額	額	0
gx	監	監	監	0
gy	通	通	通	0
gz	帝	帝	帝	0
h,	含	含	含	0
h.	比	比	比	0
h/	準	準	準	0
h;	位	位	位	0
ha	藤	藤	藤	0
hb	軍	軍	軍	0
hc	南	南	南	0
hd	東	東	東	0
he	高	高	高	0
hf	新	新	新	0
hg	円	円	円	0
hi	連	連	連	0
hj	力	力	力	0
hk	化	化	化	0
hl	夜	夜	夜	0
ho	由	由	由	0
hp	級	級	級	0
hq	松	松	松	0
hr	山	山	山	0
hs	代	代	代	0
ht	名	名	名	0
hu	製	製	製	0
hv	横	横	横	0
hw	動	動	動	0
hx	浜	浜	浜	0
hz	精	精	精	0
i,	航	航	航	0
i.	払	払	払	0
i/	材	材	材	0
i;	劇	劇	劇	0
ia	島	島	島	0
ib	職	職	職	0
ic	映	映	映	0
id	大	大	大	0
ie	万	万	万	0
if	中	中	中	0
ig	分	分	分	0
ii	夫	夫	夫	0
ij	画	画	画	0
ik	校	校	校	0
il	題	題	題	0
io	番	番	番	0
ip	首	首	首	0
iq	洋	洋	洋	0
ir	京	京	京	0
is	前	前	前	0
it	区	区	区	0
iu	楽	楽	楽	0
iv	制	制	制	0
iw	務	務	務	0
ix	階	階	階	0
iz	鋼	鋼	鋼	0
j,	聞	聞	聞	0
j.	止	止	止	0
j/	難	難	難	0
j;	在	在	在	0
ja	付	付	付	0
jb	土	土	土	0
jc	谷	谷	谷	0
jd	二	二	二	0
je	国	国	国	0
jf	年	年	年	0
jg	四	四	四	0
ji	車	車	車	0
jj	験	験	験	0
jk	下	下	下	0
jl	物	物	物	0
jo	局	局	局	0
jp	課	課	課	0
jq	安	安	安	0
jr	電	電	電	0
js	月	月	月	0
jt	部	部	部	0
ju	種	種	種	0
jv	台	台	台	0
jw	川	川	川	0
jx	戸	戸	戸	0
jz	友	友	友	0
k,	件	件	件	0
k.	審	審	審	0
k/	裁	裁	裁	0
k;	式	式	式	0
ka	経	経	経	0
kb	神	神	神	0
kc	道	道	道	0
kd	日	日	日	0
ke	三	三	三	0
kf	一	一	一	0
kg	十	十	十	0
ki	以	以	以	0
kj	間	間	間	0
kk	回	回	回	0
kl	所	所	所	0
ko	体	体	体	0
kp	育	育	育	0
kq	都	都	都	0
kr	五	五	五	0
ks	田	田	田	0
kt	業	業	業	0
ku	用	用	用	0
kv	橋	橋	橋	0
kw	給	給	給	0
kx	料	料	料	0
kz	収	収	収	0
l,	師	師	師	0
l.	殺	殺	殺	0
l/	適	適	適	0
l;	済	済	済	0
la	正	正	正	0
lb	造	造	造	0
lc	共	共	共	0
ld	時	時	時	0
le	八	八	八	0
lf	同	同	同	0
lg	面	面	面	0
li	完	完	完	0
lj	設	設	設	0
lk	歴	歴	歴	0
ll	際	際	際	0
lo	薬	薬	薬	0
lp	色	色	色	0
lq	与	与	与	0
lr	小	小	小	0
ls	後	後	後	0
lt	問	問	問	0
lu	界	界	界	0
lv	武	武	武	0
lw	木	木	木	0
lx	火	火	火	0
lz	寺	寺	寺	0
m,	害	害	害	0
m.	量	量	量	0
m/	督	督	督	0
m;	塁	塁	塁	0
ma	葉	葉	葉	0
mb	城	城	城	0
mc	条	条	条	0
md	海	海	海	0
me	宿	宿	宿	0
mf	郎	郎	郎	0
mg	宅	宅	宅	0
mi	断	断	断	0
mj	様	様	様	0
mk	値	値	値	0
ml	編	編	編	0
mo	養	養	養	0
mp	担	担	担	0
mq	越	越	越	0
mr	岡	岡	岡	0
ms	卒	卒	卒	0
mt	門	門	門	0
mu	之	之	之	0
mv	幸	幸	幸	0
mw	蔵	蔵	蔵	0
mx	塚	塚	塚	0
mz	鉱	鉱	鉱	0
n,	署	署	署	0
n.	華	華	華	0
n/	厚	厚	厚	0
n;	末	末	末	0
na	研	研	研	0
nb	岩	岩	岩	0
nc	草	草	草	0
nd	急	急	急	0
ne	崎	崎	崎	0
nf	光	光	光	0
ng	次	次	次	0
ni	然	然	然	0
nj	良	良	良	0
nk	論	論	論	0
nl	般	般	般	0
no	字	字	字	0
np	閣	閣	閣	0
nq	河	河	河	0
nr	半	半	半	0
ns	丸	丸	丸	0
nt	林	林	林	0
nu	庁	庁	庁	0
nv	芝	芝	芝	0
nw	元	元	元	0
nx	津	津	津	0
nz	振	振	振	0
o,	寄	寄	寄	0
o.	顔	顔	顔	0
o/	差	差	差	0
o;	親	親	親	0
oa	士	士	士	0
ob	雄	雄	雄	0
oc	阪	阪	阪	0
od	六	六	六	0
oe	建	建	建	0
of	九	九	九	0
og	立	立	立	0
oi	加	加	加	0
oj	心	心	心	0
ok	銀	銀	銀	0
ol	告	告	告	0
oo	常	常	常	0
op	毛	毛	毛	0
oq	船	船	船	0
or	理	理	理	0
os	百	百	百	0
ot	西	西	西	0
ou	園	園	園	0
ov	証	証	証	0
ow	駅	駅	駅	0
ox	労	労	労	0
oz	停	停	停	0
p,	満	満	満	0
p.	普	普	普	0
p/	洗	洗	洗	0
p;	爆	爆	爆	0
pa	坪	坪	坪	0
pb	春	春	春	0
pc	昇	昇	昇	0
pd	株	株	株	0
pe	鉄	鉄	鉄	0
pf	午	午	午	0
pg	外	外	外	0
pi	能	能	能	0
pj	販	販	販	0
pk	転	転	転	0
pl	勢	勢	勢	0
po	領	領	領	0
pp	券	券	券	0
pq	久	久	久	0
pr	営	営	営	0
ps	接	接	接	0
pt	富	富	富	0
pu	終	終	終	0
pv	浅	浅	浅	0
pw	頭	頭	頭	0
px	板	板	板	0
pz	州	州	州	0
q,	使	使	使	0
q.	左	左	左	0
q/	展	展	展	0
q;	空	空	空	0
qa	念	念	念	0
qc	曇	曇	曇	0
qd	黒	黒	黒	0
qe	青	青	青	0
qf	警	警	警	0
qh	主	主	主	0
qi	相	相	相	0
qm	講	講	講	0
qn	必	必	必	0
qo	解	解	解	0
qp	配	配	配	0
qq	並	並	並	0
qr	整	整	整	0
qs	税	税	税	0
qw	伝	伝	伝	0
qx	祭	祭	祭	0
qy	食	食	食	0
qz	返	返	返	0
r,	決	決	決	0
r.	向	向	向	0
r/	輸	輸	輸	0
r;	家	家	家	0
ra	赤	赤	赤	0
rc	茶	茶	茶	0
rd	品	品	品	0
re	優	優	優	0
rf	細	細	細	0
rm	協	協	協	0
rn	先	先	先	0
ro	手	手	手	0
rp	特	特	特	0
rq	乗	乗	乗	0
rr	報	報	報	0
rs	参	参	参	0
rw	白	白	白	0
rx	修	修	修	0
ry	出	出	出	0
rz	熱	熱	熱	0
s,	選	選	選	0
s.	風	風	風	0
s/	足	足	足	0
s;	明	明	明	0
sa	管	管	管	0
sc	晴	晴	晴	0
sd	有	有	有	0
se	今	今	今	0
sf	送	送	送	0
sm	募	募	募	0
sn	性	性	性	0
so	発	発	発	0
sp	総	総	総	0
sq	病	病	病	0
sr	広	広	広	0
ss	福	福	福	0
sw	仕	仕	仕	0
sx	従	従	従	0
sy	場	場	場	0
sz	許	許	許	0
t,	美	美	美	0
t.	放	放	放	0
t/	味	味	味	0
t;	集	集	集	0
ta	形	形	形	0
tc	昨	昨	昨	0
td	座	座	座	0
te	最	最	最	0
tf	費	費	費	0
tm	反	反	反	0
tn	初	初	初	0
to	的	的	的	0
tp	法	法	法	0
tq	専	専	専	0
tr	太	太	太	0
ts	基	基	基	0
tw	港	港	港	0
tx	版	版	版	0
ty	行	行	行	0
tz	退	退	退	0
u,	飛	飛	飛	0
u.	陽	陽	陽	0
u/	善	善	善	0
u;	衛	衛	衛	0
ua	井	井	井	0
ub	宮	宮	宮	0
uc	屋	屋	屋	0
ud	本	本	本	0
ue	地	地	地	0
uf	事	事	事	0
ug	千	千	千	0
ui	表	表	表	0
uj	氏	氏	氏	0
uk	度	度	度	0
ul	英	英	英	0
uo	院	院	院	0
up	等	等	等	0
uq	口	口	口	0
ur	七	七	七	0
us	野	野	野	0
